mssv,HK 1,HK 1 dat,HK 1 hoc lai,HK 2,HK 2 dat,HK 2 hoc lai,HK 3,HK 3 dat,HK 3 hoc lai,HK 4,HK 4 dat,HK 4 hoc lai,HK 5,HK 5 dat,HK 5 hoc lai,HK 6,HK 6 dat,HK 6 hoc lai,HK 7,HK 7 dat,HK 7 hoc lai,HK 8,HK 8 dat,HK 8 hoc lai,xep_loai_hoc_tap
191211158,7.4,14,0,5.9,10,3,6.5,15,2,7.5,16,0,6.7,9,0,5.1,9,0,5.8,3,0,8.4,2,0,Chua xep loai
191201701,7.0,14,0,7.4,13,0,6.3,17,0,7.1,16,0,6.4,9,0,3.8,3,6,6.5,3,0,1.4,2,10,Chua xep loai
191201498,5.6,14,0,7.3,13,0,6.2,17,0,7.5,14,2,7.2,9,0,0.0,0,9,4.4,3,0,8.0,2,0,Chua xep loai
191201499,5.7,14,0,5.1,13,0,5.2,17,0,6.2,13,3,4.2,6,3,2.7,0,9,6.0,3,0,3.8,0,2,Chua xep loai
191200136,6.5,14,0,7.1,13,0,6.8,14,3,7.5,13,3,7.2,9,0,6.1,9,0,5.7,3,0,9.3,2,0,Chua xep loai
191201987,4.9,11,3,5.9,13,0,7.0,14,3,6.4,14,2,6.8,9,0,6.8,9,0,4.6,3,0,1.3,2,10,Chua xep loai
191213923,5.6,14,0,7.0,13,0,6.1,17,0,7.2,14,2,6.3,9,0,5.3,9,0,6.3,3,0,1.6,2,10,Chua xep loai
160713649,8.0,11,3,8.0,7,6,6.6,5,12,7.1,14,2,7.9,9,0,6.9,3,6,7.8,3,0,9.0,2,0,Chua xep loai
191203632,7.1,14,0,7.4,13,0,9.3,17,0,8.7,16,0,8.2,9,0,8.8,9,0,7.5,3,0,9.0,2,0,Chua xep loai
191203110,7.3,14,0,6.6,13,0,6.5,14,3,7.0,11,5,7.7,9,0,6.9,9,0,5.9,3,0,8.6,2,0,Chua xep loai
191200382,8.5,14,0,9.1,13,0,8.5,17,0,9.0,16,0,8.6,9,0,7.9,9,0,9.0,3,0,9.0,2,0,Chua xep loai
191214158,6.5,11,3,7.0,10,3,4.8,11,6,5.5,2,14,6.7,6,3,0.8,0,9,4.4,3,0,0.0,0,0,Chua xep loai
191203144,7.0,14,0,7.5,13,0,7.5,14,3,7.0,16,0,7.5,9,0,5.4,9,0,7.5,3,0,8.6,2,0,Chua xep loai
191202052,7.3,14,0,7.7,13,0,7.2,17,0,8.6,16,0,7.8,9,0,7.0,9,0,7.8,3,0,1.4,2,10,Chua xep loai
191201908,7.1,11,3,6.1,13,0,5.4,17,0,6.3,11,5,7.5,9,0,5.2,9,0,4.7,3,0,9.3,2,0,Chua xep loai
191204189,6.3,14,0,6.5,10,3,5.6,14,3,5.6,9,7,6.3,6,3,6.0,6,3,6.6,3,0,8.5,0,2,Chua xep loai
191203209,6.9,11,3,6.6,10,3,6.1,8,9,5.8,13,3,3.5,6,3,2.3,3,6,0.0,0,3,0.0,0,0,Chua xep loai
191201774,4.8,14,0,5.6,10,3,4.6,8,9,5.2,8,8,3.7,6,3,2.9,3,6,8.0,3,0,8.0,0,2,Chua xep loai
191203706,8.2,14,0,8.3,13,0,7.9,17,0,8.7,16,0,8.5,9,0,7.7,9,0,7.9,3,0,9.0,2,0,Chua xep loai
191204760,5.8,11,3,5.4,7,6,3.5,8,9,6.4,11,5,6.0,9,0,3.6,6,3,0.0,0,3,7.4,2,0,Chua xep loai
191200648,7.8,14,0,7.9,13,0,6.8,17,0,7.8,16,0,7.0,9,0,8.1,9,0,4.7,3,0,0.0,0,0,Chua xep loai
191202533,6.6,14,0,8.3,13,0,6.9,15,2,7.7,14,2,7.2,9,0,5.7,9,0,6.0,3,0,0.9,2,10,Chua xep loai
191203295,7.4,14,0,7.3,13,0,6.4,14,3,7.0,16,0,6.6,6,3,6.2,6,3,7.3,0,3,8.5,0,2,Chua xep loai
191200755,7.5,14,0,7.9,13,0,7.6,17,0,8.4,16,0,8.0,9,0,6.8,9,0,5.3,3,0,9.0,2,0,Chua xep loai
191210823,8.1,14,0,8.9,13,0,7.5,17,0,7.9,16,0,8.1,9,0,6.7,9,0,7.8,3,0,8.7,2,0,Chua xep loai
191213790,6.0,14,0,5.9,13,0,6.3,17,0,6.4,14,2,5.9,9,0,6.2,3,6,5.7,3,0,1.5,2,10,Chua xep loai
191204020,6.6,14,0,7.6,10,3,6.3,17,0,6.7,16,0,6.6,9,0,6.3,9,0,9.1,3,0,1.4,0,12,Chua xep loai
191200907,6.3,14,0,7.5,13,0,7.4,17,0,6.1,11,5,7.3,9,0,6.3,6,3,6.8,3,0,8.8,2,0,Chua xep loai
191201014,6.0,11,3,6.6,10,3,6.9,14,3,7.3,12,4,7.5,9,0,4.6,6,3,5.9,3,0,7.3,2,0,Chua xep loai
191241039,7.4,14,0,7.6,13,0,5.5,17,0,6.1,5,11,5.3,6,3,2.0,3,6,3.0,0,3,0.0,0,2,Chua xep loai
191204771,5.8,11,3,7.3,4,9,5.9,11,6,5.6,8,8,6.6,3,6,5.7,6,3,5.2,3,0,9.0,2,0,Chua xep loai
191202380,7.8,14,0,7.0,13,0,6.2,17,0,6.7,14,2,7.9,9,0,5.5,3,6,7.0,0,3,8.4,2,0,Chua xep loai
191201136,8.0,14,0,8.1,13,0,7.4,17,0,8.1,16,0,7.5,9,0,7.7,9,0,9.4,3,0,0.0,0,2,Chua xep loai
191201164,7.3,14,0,5.9,13,0,5.9,14,3,6.1,8,8,6.6,9,0,1.2,0,9,9.4,3,0,9.0,2,0,Chua xep loai
